key,rank,score,title,year,doi,venue,type,authors,found_via,providers,parent_keys,unresolved
doi:10.1002/asi.24798,1,0.000000,Dark sides of artificial intelligence: The dangers of automated decision‐making in search engine advertising,2023,10.1002/asi.24798,Journal of the Association for Information Science and Technology,article,"Schultz, Carsten D.; Koch, Christian; Olbrich, Rainer",forward,openalex,doi:10.1007/s11747-019-00696-0|doi:10.1007/s11747-020-00749-9,0
doi:10.1002/cb.2199,2,0.000000,Gen Z's personalization paradoxes: A privacy calculus examination of digital personalization and brand behaviors,2023,10.1002/cb.2199,Journal of Consumer Behaviour,article,"McKee, Kathleen M.; Dahl, Andrew J.; Peltier, James W.",backward,crossref|openalex,doi:10.3390/jtaer21060179,0
doi:10.1002/cb.2273,3,0.000000,"Pepper, just show me the way! How robotic shopping assistants should look and act",2023,10.1002/cb.2273,Journal of Consumer Behaviour,article,"Fukawa, Nobuyuki; Huang, Yu‐Shan; Babin, Barry J.",forward,openalex,doi:10.1007/s11747-019-00696-0,0
doi:10.1002/cb.2386,4,0.000000,Exploring <scp>AI</scp> technology and consumer behavior in retail interactions,2024,10.1002/cb.2386,Journal of Consumer Behaviour,article,"Petrescu, Maria; Krishen, Anjala S.; Gironda, John T.; Fergurson, J. Ricky",forward,openalex,doi:10.1007/s11747-019-00696-0|doi:10.1016/j.bushor.2019.12.002|doi:10.1108/ijrdm-08-2020-0312|doi:10.1177/0008125619859317,0
doi:10.1002/cb.2408,5,0.000000,Are Recommendation Systems Annoying? An Empirical Study of Assessing the Impacts of <scp>AI</scp> Characteristics on Technology Well‐Being,2024,10.1002/cb.2408,Journal of Consumer Behaviour,article,"Wang, Zi; Yuan, Ruizhi; Li, Boying",forward,openalex,doi:10.1007/s11747-020-00749-9|doi:10.1177/0008125619859317,0
doi:10.1002/cb.2423,6,0.000000,Enhancing Trust and Empathy in Marketing: Strategic <scp>AI</scp> and Human Influencer Selection for Optimized Content Persuasion,2024,10.1002/cb.2423,Journal of Consumer Behaviour,article,"Zhang, Yueyan; Zhu, Jiaji; Chen, Haibo; Jiang, Yushi",forward,openalex,doi:10.1016/j.bushor.2019.12.002,0
doi:10.1002/cb.2505,7,0.000000,The Manner Is the Matter: How the Chatbot Communication Style and Consumers' Regulatory Focus Shape Purchase Intention,2025,10.1002/cb.2505,Journal of Consumer Behaviour,article,"Choi, Sunhwa",forward,openalex,doi:10.1108/ijrdm-08-2020-0312,0
doi:10.1002/cb.70006,8,0.000000,Unlocking the Service Attractiveness of <scp>AI</scp> Assistants: Does Multi‐Modal Anthropomorphic Interaction Dynamically Manipulate Users' Mindset Metrics?,2025,10.1002/cb.70006,Journal of Consumer Behaviour,article,"Yu, Dingyao; Zhao, Jiayuan; Tang, Rui; Han, Chunjia; Yang, Mu",forward,openalex,doi:10.1007/s11747-019-00696-0,0
doi:10.1002/cb.70065,9,0.000000,How Does Human‐ <scp>AI</scp> Co‐Creation Design Help Luxury Brands Win Consumers' Favor?,2025,10.1002/cb.70065,Journal of Consumer Behaviour,article,"Wang, Ziling; Huang, Minxue",forward,openalex,doi:10.1177/18393349211037684,0
doi:10.1002/cb.70181,10,0.000000,Building Relationships With the Empathetic Chatbots: The Effect of Chatbot Empathy on Consumer Well‐Being,2026,10.1002/cb.70181,Journal of Consumer Behaviour,article,"Zhang, Hailong; Meng, Dewen; Liang, Xiaoning; Lv, Linxiang",forward,openalex,doi:10.1007/s11747-019-00696-0|doi:10.1108/ijrdm-08-2020-0312,0
doi:10.1002/cpe.70284,11,0.000000,Exploring the Impact of <scp>AI</scp> on Consumer Behavior and Digital Marketing Through the Lens of Social Media,2025,10.1002/cpe.70284,Concurrency and Computation Practice and Experience,article,"Cui, Weijun; Mohib, Muzamil",forward,openalex,doi:10.1007/s11747-020-00749-9,0
doi:10.1002/itl2.70354,12,0.000000,Transparency Disclosure Mechanisms for <scp>AI</scp> ‐Generated Advertising on Online Platforms: An Empirical Study of User Trust and Engagement,2026,10.1002/itl2.70354,Internet Technology Letters,article,"Do, Thi‐Yen; Pham, Thi‐Quynh‐Anh; Liao, Ying‐Kai; Huang, Kuo‐Chung; Wu, Wann‐Yih",forward,openalex,doi:10.1007/s11747-019-00696-0|doi:10.1007/s11747-020-00749-9,0
doi:10.1002/jcpy.1414,13,0.000000,Avoiding embarrassment online: Response to and inferences about chatbots when purchases activate self‐presentation concerns,2024,10.1002/jcpy.1414,Journal of Consumer Psychology,article,"Jin, Jianna; Walker, Jesse; Reczek, Rebecca Walker",forward,openalex,doi:10.1007/s11747-019-00696-0,0
doi:10.1002/jcpy.1455,14,0.000000,Time is shrinking in the eye of AI: AI agents influence intertemporal choice,2025,10.1002/jcpy.1455,Journal of Consumer Psychology,article,"Li, Yuanyuan Jamie; Lin, Shan; Gong, Han; Xiang, Wang; Janiszewski, Chris",forward,openalex,doi:10.1016/j.ausmj.2020.04.002,0
doi:10.1002/jcpy.70025,15,0.000000,"Human– <scp>AI</scp> partnerships: Living and working with <scp>AI</scp> Assistants, <scp>AI</scp> Agents, and <scp>AI</scp> Companions",2026,10.1002/jcpy.70025,Journal of Consumer Psychology,article,"Patil, Ripinka Koli; Rice, Dan Hamilton; Janiszewski, Chris",forward,openalex,doi:10.1007/s11747-019-00696-0|doi:10.1007/s11747-020-00749-9,0
doi:10.1002/joe.22233,16,0.000000,Artificial intelligence in marketing research and future research directions: Science mapping and research clustering using bibliometric analysis,2023,10.1002/joe.22233,Global Business and Organizational Excellence,article,"Thakur, Jyoti; Kushwaha, Bijay Prasad",forward,openalex,doi:10.1007/s11747-019-00696-0|doi:10.1177/18393349211037684,0
doi:10.1002/jtr.70308,17,0.000000,From Tasting to Traveling: How Wineries' Phygital Experience Drives Tourists' Wine Tourism Intention,2026,10.1002/jtr.70308,International Journal of Tourism Research,article,"Wu, Mengzhong; Kou, IokTeng Esther",forward,openalex,doi:10.1016/j.techfore.2023.122342,0
